subject,metric,roi,mean,sd,nvox
M87185518,L1,JHU_CgC_R,0.001172,0.000182,2231
M87185518,MD,JHU_CgC_R,0.000768,0.000108,2231
M87185518,RD,JHU_CgC_R,0.000566,0.000113,2231
M87185518,L1,JHU_UF_R,0.001058,0.000119,2469
M87185518,MD,JHU_UF_R,0.000637,0.000085,2469
M87185518,RD,JHU_UF_R,0.000427,0.000099,2469
M87185518,L1,JHU_UF_L,0.001095,0.000111,2515
M87185518,MD,JHU_UF_L,0.000654,0.000063,2515
M87185518,RD,JHU_UF_L,0.000434,0.000068,2515
M87186490,L1,JHU_CgC_L,0.001094,0.000115,2228
M87186490,MD,JHU_CgC_L,0.000723,0.000097,2228
M87186490,RD,JHU_CgC_L,0.000537,0.000116,2228
M87186490,L1,JHU_CgC_R,0.001096,0.000173,2231
M87186490,MD,JHU_CgC_R,0.000733,0.000159,2231
M87186490,RD,JHU_CgC_R,0.000551,0.000170,2231
M87186490,L1,JHU_UF_R,0.001002,0.000113,2469
M87186490,MD,JHU_UF_R,0.000602,0.000071,2469
M87186490,RD,JHU_UF_R,0.000402,0.000083,2469
M87186490,L1,JHU_UF_L,0.001058,0.000102,2515
M87186490,MD,JHU_UF_L,0.000663,0.000064,2515
M87186490,RD,JHU_UF_L,0.000466,0.000075,2515
M87187453,L1,JHU_CgC_L,0.001120,0.000111,2228
M87187453,MD,JHU_CgC_L,0.000752,0.000090,2228
M87187453,RD,JHU_CgC_L,0.000568,0.000102,2228
M87187453,L1,JHU_CgC_R,0.001143,0.000131,2231
M87187453,MD,JHU_CgC_R,0.000778,0.000124,2231
M87187453,RD,JHU_CgC_R,0.000595,0.000139,2231
M87187453,L1,JHU_UF_R,0.001077,0.000073,2469
M87187453,MD,JHU_UF_R,0.000653,0.000066,2469
M87187453,RD,JHU_UF_R,0.000441,0.000084,2469
M87187453,L1,JHU_UF_L,0.001074,0.000083,2515
M87187453,MD,JHU_UF_L,0.000683,0.000054,2515
M87187453,RD,JHU_UF_L,0.000488,0.000066,2515
M87188456,L1,JHU_CgC_L,0.001243,0.000221,2228
M87188456,MD,JHU_CgC_L,0.000784,0.000175,2228
M87188456,RD,JHU_CgC_L,0.000554,0.000175,2228
M87188456,L1,JHU_CgC_R,0.001213,0.000222,2231
M87188456,MD,JHU_CgC_R,0.000791,0.000208,2231
M87188456,RD,JHU_CgC_R,0.000580,0.000223,2231
M87188456,L1,JHU_UF_R,0.001076,0.000166,2469
M87188456,MD,JHU_UF_R,0.000640,0.000149,2469
M87188456,RD,JHU_UF_R,0.000422,0.000161,2469
M87188456,L1,JHU_UF_L,0.001099,0.000123,2515
M87188456,MD,JHU_UF_L,0.000657,0.000093,2515
M87188456,RD,JHU_UF_L,0.000436,0.000104,2515
M87191192,L1,JHU_CgC_L,0.001092,0.000130,2228
M87191192,MD,JHU_CgC_L,0.000715,0.000096,2228
M87191192,RD,JHU_CgC_L,0.000526,0.000101,2228
M87191192,L1,JHU_CgC_R,0.001081,0.000168,2231
M87191192,MD,JHU_CgC_R,0.000715,0.000151,2231
M87191192,RD,JHU_CgC_R,0.000531,0.000161,2231
M87191192,L1,JHU_UF_R,0.000994,0.000102,2469
M87191192,MD,JHU_UF_R,0.000611,0.000079,2469
M87191192,RD,JHU_UF_R,0.000420,0.000094,2469
M87191192,L1,JHU_UF_L,0.001014,0.000089,2515
M87191192,MD,JHU_UF_L,0.000634,0.000061,2515
M87191192,RD,JHU_UF_L,0.000444,0.000073,2515
M87192356,L1,JHU_CgC_L,0.001158,0.000158,2228
M87192356,MD,JHU_CgC_L,0.000756,0.000114,2228
M87192356,RD,JHU_CgC_L,0.000555,0.000118,2228
M87192356,L1,JHU_CgC_R,0.001108,0.000139,2231
M87192356,MD,JHU_CgC_R,0.000730,0.000088,2231
M87192356,RD,JHU_CgC_R,0.000541,0.000102,2231
M87192356,L1,JHU_UF_R,0.001000,0.000106,2469
M87192356,MD,JHU_UF_R,0.000600,0.000068,2469
M87192356,RD,JHU_UF_R,0.000400,0.000088,2469
M87192356,L1,JHU_UF_L,0.001046,0.000095,2515
M87192356,MD,JHU_UF_L,0.000646,0.000055,2515
M87192356,RD,JHU_UF_L,0.000445,0.000061,2515
M87192468,L1,JHU_CgC_L,0.001178,0.000161,2228
M87192468,MD,JHU_CgC_L,0.000763,0.000139,2228
M87192468,RD,JHU_CgC_L,0.000556,0.000144,2228
M87192468,L1,JHU_CgC_R,0.001147,0.000218,2231
M87192468,MD,JHU_CgC_R,0.000758,0.000183,2231
M87192468,RD,JHU_CgC_R,0.000563,0.000189,2231
M87192468,L1,JHU_UF_R,0.001046,0.000104,2469
M87192468,MD,JHU_UF_R,0.000616,0.000066,2469
M87192468,RD,JHU_UF_R,0.000402,0.000078,2469
M87192468,L1,JHU_UF_L,0.001070,0.000086,2515
M87192468,MD,JHU_UF_L,0.000666,0.000054,2515
M87192468,RD,JHU_UF_L,0.000464,0.000064,2515
M87192571,L1,JHU_CgC_L,0.001211,0.000131,2228
M87192571,MD,JHU_CgC_L,0.000811,0.000108,2228
M87192571,RD,JHU_CgC_L,0.000612,0.000114,2228
M87192571,L1,JHU_CgC_R,0.001149,0.000177,2231
M87192571,MD,JHU_CgC_R,0.000785,0.000154,2231
M87192571,RD,JHU_CgC_R,0.000603,0.000163,2231
M87192571,L1,JHU_UF_R,0.001014,0.000110,2469
M87192571,MD,JHU_UF_R,0.000619,0.000084,2469
M87192571,RD,JHU_UF_R,0.000422,0.000100,2469
M87192571,L1,JHU_UF_L,0.001092,0.000097,2515
M87192571,MD,JHU_UF_L,0.000706,0.000073,2515
M87192571,RD,JHU_UF_L,0.000513,0.000076,2515
M87195497,L1,JHU_CgC_L,0.001186,0.000175,2228
M87195497,MD,JHU_CgC_L,0.000757,0.000147,2228
M87195497,RD,JHU_CgC_L,0.000543,0.000156,2228
M87195497,L1,JHU_CgC_R,0.001094,0.000219,2231
M87195497,MD,JHU_CgC_R,0.000735,0.000207,2231
M87195497,RD,JHU_CgC_R,0.000556,0.000223,2231
M87195497,L1,JHU_UF_R,0.001048,0.000177,2469
M87195497,MD,JHU_UF_R,0.000621,0.000162,2469
M87195497,RD,JHU_UF_R,0.000408,0.000172,2469
M87195497,L1,JHU_UF_L,0.001092,0.000108,2515
M87195497,MD,JHU_UF_L,0.000660,0.000091,2515
M87195497,RD,JHU_UF_L,0.000444,0.000103,2515
M87195715,L1,JHU_CgC_L,0.001054,0.000118,2228
M87195715,MD,JHU_CgC_L,0.000706,0.000088,2228
M87195715,RD,JHU_CgC_L,0.000532,0.000096,2228
M87195715,L1,JHU_CgC_R,0.001093,0.000176,2231
M87195715,MD,JHU_CgC_R,0.000732,0.000155,2231
M87195715,RD,JHU_CgC_R,0.000552,0.000162,2231
M87195715,L1,JHU_UF_R,0.001024,0.000122,2469
M87195715,MD,JHU_UF_R,0.000617,0.000093,2469
M87195715,RD,JHU_UF_R,0.000414,0.000103,2469
M87195715,L1,JHU_UF_L,0.000985,0.000095,2515
M87195715,MD,JHU_UF_L,0.000622,0.000068,2515
M87195715,RD,JHU_UF_L,0.000441,0.000073,2515
M87195860,L1,JHU_CgC_L,0.001184,0.000174,2228
M87195860,MD,JHU_CgC_L,0.000781,0.000143,2228
M87195860,RD,JHU_CgC_L,0.000580,0.000149,2228
M87195860,L1,JHU_CgC_R,0.001180,0.000165,2231
M87195860,MD,JHU_CgC_R,0.000783,0.000126,2231
M87195860,RD,JHU_CgC_R,0.000584,0.000135,2231
M87195860,L1,JHU_UF_R,0.001103,0.000105,2469
M87195860,MD,JHU_UF_R,0.000664,0.000053,2469
M87195860,RD,JHU_UF_R,0.000445,0.000065,2469
M87195860,L1,JHU_UF_L,0.001115,0.000102,2515
M87195860,MD,JHU_UF_L,0.000685,0.000061,2515
M87195860,RD,JHU_UF_L,0.000471,0.000068,2515
M87197609,L1,JHU_CgC_L,0.001257,0.000198,2228
M87197609,MD,JHU_CgC_L,0.000801,0.000165,2228
M87197609,RD,JHU_CgC_L,0.000573,0.000164,2228
M87197609,L1,JHU_CgC_R,0.001161,0.000258,2231
M87197609,MD,JHU_CgC_R,0.000771,0.000242,2231
M87197609,RD,JHU_CgC_R,0.000577,0.000245,2231
M87197609,L1,JHU_UF_R,0.001084,0.000164,2469
M87197609,MD,JHU_UF_R,0.000632,0.000121,2469
M87197609,RD,JHU_UF_R,0.000406,0.000128,2469
M87197609,L1,JHU_UF_L,0.001165,0.000142,2515
M87197609,MD,JHU_UF_L,0.000707,0.000115,2515
M87197609,RD,JHU_UF_L,0.000478,0.000124,2515
M87197734,L1,JHU_CgC_L,0.001155,0.000196,2228
M87197734,MD,JHU_CgC_L,0.000759,0.000170,2228
M87197734,RD,JHU_CgC_L,0.000562,0.000175,2228
M87197734,L1,JHU_CgC_R,0.001220,0.000274,2231
M87197734,MD,JHU_CgC_R,0.000840,0.000253,2231
M87197734,RD,JHU_CgC_R,0.000650,0.000260,2231
M87197734,L1,JHU_UF_R,0.001025,0.000123,2469
M87197734,MD,JHU_UF_R,0.000623,0.000106,2469
M87197734,RD,JHU_UF_R,0.000422,0.000116,2469
M87197734,L1,JHU_UF_L,0.001041,0.000128,2515
M87197734,MD,JHU_UF_L,0.000658,0.000111,2515
M87197734,RD,JHU_UF_L,0.000467,0.000119,2515
M87199583,L1,JHU_CgC_L,0.001175,0.000176,2228
M87199583,MD,JHU_CgC_L,0.000790,0.000130,2228
M87199583,RD,JHU_CgC_L,0.000598,0.000124,2228
M87199583,L1,JHU_CgC_R,0.001172,0.000206,2231
M87199583,MD,JHU_CgC_R,0.000798,0.000172,2231
M87199583,RD,JHU_CgC_R,0.000612,0.000174,2231
M87199583,L1,JHU_UF_R,0.001055,0.000113,2469
M87199583,MD,JHU_UF_R,0.000648,0.000069,2469
M87199583,RD,JHU_UF_R,0.000444,0.000086,2469
M87199583,L1,JHU_UF_L,0.001076,0.000101,2515
M87199583,MD,JHU_UF_L,0.000680,0.000061,2515
M87199583,RD,JHU_UF_L,0.000483,0.000067,2515
